"","SEXO","EDAD","NACIO","RAMA","T_UNIV","DISCA","LUG_RES_PAIS","PAIS_NAC_PADRE","ESTUDIOS_PADRE","PAIS_NAC_MADRE","ESTUDIOS_MADRE","BECA","EXTRANJERO","MOTIVO","VOLVERIA","MISMA_CARRERA","OTRO_GRADO","MASTER","DOCTORADO","EST_ARTIST","CICLO_SUP","CICLO_MED","OTROS_EST","NUM_EST","IDIOMAS","TECH","MV_ESP","MV_FUE","SIT_LABORAL","SIT_PROFESIONAL","TR_SUELDO","FORMAC_TR","RAMA_TR","USO_ESTUD_TR","F_TEOR_TR","F_PRAC_TR","F_IDIOM_TR","F_TECH_TR","F_PERSON_TR","F_GEST_TR","OTRO_TRAB","EST_CIVIL","HOGAR","EMPLEADO_PRODUCTIVO"
"3780","M","1_<30","E","ING","PuP","No","E","E","4_S","E","4_S","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","5","3","1","3","4","4","No","1_S","4_PcH","Si"
"3781","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","3_PC","No","No","O","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","5","4","2","1","1","1","No","1_S","3_PsH","Si"
"3782","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","Si","Si","E","TP","5_2000-2499","3","Si","Si","4","4","4","3","4","4","No","1_S","4_PcH","Si"
"3783","H","2_30-34","E","ING","PuP","No","E","E","3_PC","E","3_PC","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","Si","No","E","TP","3_1000-1499","3","Si","Si","3","3","5","3","4","3","No","1_S","5_Otr","Si"
"3784","M","2_30-34","E","ING","PrP","No","E","E","4_S","E","4_S","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","3_A","No","No","E","TP","4_1500-1999","3","No","Si","3","5","1","5","5","5","No","1_S","4_PcH","No"
"3785","M","2_30-34","E","ING","PuP","No","E","E","8_U","E","5_B","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","2","2_M","No","Si","E","TP","4_1500-1999","3","Si","Si","2","1","4","2","1","1","No","2_C","4_PcH","Si"
"3786","H","3_>=35","E","ING","PrP","No","E","E","5_B","E","5_B","No","No","L","Si","No","No","No","No","No","No","No","No","0","0","2_M","No","No","E","TT","4_1500-1999","3","No","No","2","5","5","4","5","5","No","2_C","4_PcH","No"
"3787","H","3_>=35","E","ING","PrP","No","E","E","2_PI","E","2_PI","Si","No","P","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","7","No","No","2","4","1","1","4","1","No","2_C","4_PcH","No"
"3788","H","3_>=35","E","ING","PrP","No","E","E","4_S","E","8_U","No","No","L","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","1","4","3","5","3","3","No","2_C","4_PcH","Si"
"3789","H","3_>=35","E","ING","PuP","No","E","E","7_PS","E","5_B","No","No","L","Si","Si","No","Si","No","No","Si","No","Si","0","1","2_M","No","No","E","TP","3_1000-1499","4","Si","Si","3","3","1","4","3","1","No","1_S","3_PsH","Si"
"3790","H","3_>=35","E","ING","PuP","No","E","E","8_U","E","8_U","Si","No","L","Si","Si","No","Si","No","No","Si","No","Si","0","1","2_M","Si","No","E","TT","3_1000-1499","2","Si","Si","5","4","1","4","4","5","Si","1_S","2_ScH","Si"
"3791","H","3_>=35","E","ING","PuP","No","E","E","2_PI","E","4_S","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","0","2_M","No","No","E","TP","4_1500-1999","5","No","No","3","4","1","1","1","1","No","2_C","4_PcH","No"
"3792","H","3_>=35","E","ING","PuP","No","E","E","6_PM","E","3_PC","No","No","L","Si","No","No","No","No","No","Si","No","Si","0","1","3_A","No","No","E","TP","5_2000-2499","3","Si","Si","4","5","1","5","4","5","No","2_C","3_PsH","Si"
"3793","M","3_>=35","E","ING","PuP","No","E","E","2_PI","E","2_PI","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"3794","M","2_30-34","E","ING","PuP","No","E","E","4_S","E","7_PS","Si","No","L","No","No","No","No","No","No","Si","No","Si","0","1","1_B","No","No","E","TP","3_1000-1499","6","No","No","1","1","1","1","5","5","No","1_S","3_PsH","No"
"3795","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TT","4_1500-1999","4","Si","Si","4","4","2","4","4","4","No","1_S","5_Otr","Si"
"3796","H","2_30-34","E","ING","PrP","No","E","E","7_PS","E","7_PS","No","Si","O","No","No","Si","Si","No","No","No","No","Si","1","2","1_B","Si","Si","E","TT","2_700-999","5","No","No","1","4","4","3","3","1","Si","1_S","5_Otr","No"
"3797","M","2_30-34","E","ING","PuP","No","E","E","3_PC","E","3_PC","Si","No","O","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","Si","No","E","TP","3_1000-1499","3","Si","Si","5","5","4","5","5","5","No","1_S","5_Otr","Si"
"3798","H","3_>=35","E","ING","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","Si","No","E","TP","4_1500-1999","3","Si","Si","5","4","4","2","3","3","No","1_S","3_PsH","Si"
"3799","M","1_<30","E","ING","PuP","No","E","E","8_U","E","8_U","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","3_A","Si","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"3800","M","1_<30","E","ING","PuP","No","E","E","5_B","E","8_U","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","Si","Si","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"3801","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","8_U","No","No","O","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","Si","No","E","TP","6_2500-2999","3","Si","Si","4","5","2","4","4","5","No","1_S","3_PsH","Si"
"3802","M","2_30-34","E","ING","PrP","No","E","E","7_PS","E","8_U","Si","Si","L","Si","Si","Si","No","No","No","Si","No","Si","1","2","2_M","No","Si","E","TT","3_1000-1499","3","Si","Si","4","3","3","3","5","5","Si","1_S","1_UNI","Si"
"3803","M","2_30-34","E","ING","PuP","No","E","E","3_PC","E","2_PI","Si","Si","L","Si","No","No","Si","No","No","No","No","Si","0","2","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","3_PsH","No"
"3804","H","3_>=35","E","ING","PuP","No","E","E","3_PC","E","3_PC","No","No","P","No","No","No","No","No","No","No","Si","Si","0","0","3_A","No","No","E","TP","4_1500-1999","4","Si","Si","5","5","2","4","4","4","No","2_C","4_PcH","Si"
"3805","H","2_30-34","E","ING","PuP","No","O","E","8_U","E","8_U","No","No","L","No","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TT","4_1500-1999","4","No","Si","3","3","5","5","4","4","No","1_S","5_Otr","No"
"3806","M","2_30-34","E","ING","PrP","No","E","E","6_PM","E","6_PM","No","No","L","Si","No","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","5","2","5","3","4","No","1_S","1_UNI","Si"
"3807","H","3_>=35","E","ING","PuP","No","E","E","4_S","E","8_U","Si","Si","L","Si","Si","No","No","No","No","Si","No","Si","0","2","3_A","Si","No","E","TP","6_2500-2999","3","Si","Si","2","4","4","2","5","5","No","2_C","4_PcH","Si"
"3808","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","8_U","No","No","L","Si","Si","No","Si","No","No","Si","No","Si","0","1","2_M","No","Si","E","P","1_<700","5","No","Si","5","5","2","5","4","4","No","1_S","1_UNI","No"
"3809","H","3_>=35","E","ING","PuP","No","E","E","8_U","E","5_B","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","5","3","1","4","5","5","No","2_C","4_PcH","Si"
"3810","M","3_>=35","E","ING","PuP","No","E","E","8_U","E","5_B","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","3","2","5","5","5","No","1_S","4_PcH","Si"
"3811","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","8_U","Si","No","L","Si","Si","No","Si","No","No","Si","No","Si","0","1","3_A","No","No","E","TP","4_1500-1999","3","Si","Si","5","2","1","5","5","5","Si","1_S","3_PsH","Si"
"3812","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","6_PM","No","No","L","Si","No","No","Si","No","No","Si","No","Si","0","1","3_A","No","No","E","TP","3_1000-1499","3","Si","Si","2","2","4","5","3","2","No","1_S","3_PsH","Si"
"3813","H","2_30-34","E","ING","PuP","No","E","E","2_PI","E","2_PI","No","No","P","Si","Si","No","Si","No","No","No","No","Si","0","1","3_A","Si","No","E","TP","3_1000-1499","7","No","No","4","5","5","3","3","4","No","5_D","4_PcH","No"
"3814","M","1_<30","E","ING","PuP","No","E","E","6_PM","E","8_U","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","E","TT","5_2000-2499","3","Si","Si","4","4","3","4","4","4","No","1_S","4_PcH","Si"
"3815","M","1_<30","E","ING","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","Si","E","TT","4_1500-1999","3","No","Si","3","3","3","4","4","4","No","1_S","1_UNI","No"
"3816","H","2_30-34","E","ING","PuP","No","E","E","2_PI","E","3_PC","No","No","L","No","No","No","No","No","No","Si","No","Si","0","1","3_A","No","No","E","TP","4_1500-1999","4","No","No","3","4","3","5","4","4","No","1_S","3_PsH","No"
"3817","H","3_>=35","E","ING","PuP","No","E","E","3_PC","E","3_PC","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","Si","No","E","TP","4_1500-1999","3","Si","Si","4","5","2","4","5","5","No","2_C","4_PcH","Si"
"3818","H","3_>=35","E","ING","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","5","1","4","4","4","Si","1_S","1_UNI","Si"
"3819","M","1_<30","E","ING","PuP","No","E","E","5_B","E","7_PS","Si","No","O","No","No","No","No","No","No","No","No","No","0","1","2_M","Si","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"3820","M","2_30-34","E","ING","PuP","No","E","E","4_S","E","4_S","No","Si","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","4_1500-1999","2","No","Si","5","5","5","5","5","5","No","2_C","4_PcH","No"
"3821","H","3_>=35","E","ING","PuP","No","E","E","4_S","E","5_B","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","3_A","No","No","E","TP","3_1000-1499","3","Si","Si","3","3","3","3","4","4","No","1_S","3_PsH","Si"
"3822","H","3_>=35","E","ING","PuP","No","E","E","2_PI","E","2_PI","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","3","3","2","4","4","4","No","2_C","2_ScH","Si"
"3823","M","3_>=35","E","ING","PrP","No","E","E","5_B","E","3_PC","No","No","L","Si","No","Si","Si","No","No","No","No","Si","1","2","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","5","5","1","3","3","3","No","2_C","4_PcH","Si"
"3824","M","1_<30","E","ING","PuP","No","E","E","4_S","E","4_S","No","Si","L","Si","No","No","Si","No","No","No","No","Si","0","4","3_A","Si","No","E","P","2_700-999","3","Si","Si","4","4","2","3","4","2","No","1_S","4_PcH","Si"
"3825","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","No","No","E","TP","3_1000-1499","2","Si","Si","4","4","1","3","4","4","No","2_C","3_PsH","Si"
"3826","M","3_>=35","E","ING","PuP","No","E","E","5_B","E","8_U","No","No","O","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","5","5","4","3","4","4","No","2_C","3_PsH","Si"
"3827","H","1_<30","E","ING","PuP","No","E","E","8_U","E","4_S","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","5","5","3","4","5","5","No","1_S","4_PcH","Si"
"3828","M","1_<30","E","ING","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","Si","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"3829","M","1_<30","E","ING","PuP","No","E","E","3_PC","E","8_U","No","No","L","No","No","No","No","No","No","Si","No","Si","0","2","2_M","Si","No","E","TP","3_1000-1499","4","Si","No","2","3","1","3","5","5","No","1_S","3_PsH","No"
"3830","H","3_>=35","E","ING","PuP","No","E","E","6_PM","E","4_S","No","No","L","No","No","Si","Si","No","No","Si","No","Si","2","1","3_A","Si","No","E","TP","4_1500-1999","4","Si","Si","4","5","1","4","5","5","Si","1_S","1_UNI","Si"
"3831","M","1_<30","E","ING","PuP","No","E","E","7_PS","E","7_PS","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","Si","No","E","TP","4_1500-1999","3","Si","Si","5","4","2","2","4","4","No","1_S","5_Otr","Si"
"3832","M","1_<30","E","ING","PuP","No","E","E","4_S","E","6_PM","Si","Si","L","No","No","No","Si","No","No","No","No","Si","0","2","3_A","Si","Si","E","TP","3_1000-1499","2","Si","Si","5","5","1","3","5","5","No","1_S","5_Otr","Si"
"3833","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","3_PC","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","3_A","No","No","E","TP","7_>3000","3","Si","Si","4","5","4","5","4","5","No","2_C","4_PcH","Si"
"3834","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","6_PM","No","No","P","No","No","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TT","3_1000-1499","5","No","No","1","1","1","1","2","3","No","1_S","3_PsH","No"
"3835","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","8_U","Si","Si","L","No","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","Si","E","TP","4_1500-1999","2","No","No","3","5","5","5","5","5","No","1_S","1_UNI","No"
"3836","M","2_30-34","E","ING","PrP","No","E","E","8_U","E","7_PS","No","No","L","Si","No","No","No","No","No","No","No","No","0","2","2_M","No","Si","E","TP","4_1500-1999","4","No","Si","4","5","5","5","5","5","Si","1_S","1_UNI","No"
"3837","H","3_>=35","E","ING","PuP","No","E","E","2_PI","E","2_PI","Si","No","O","No","No","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TT","3_1000-1499","4","No","Si","5","4","2","2","3","5","No","2_C","4_PcH","No"
"3838","M","1_<30","E","ING","PuP","No","E","E","8_U","E","8_U","Si","No","O","Si","Si","No","No","No","No","No","No","No","0","1","2_M","Si","No","E","TT","4_1500-1999","3","Si","Si","2","2","3","2","3","3","No","2_C","4_PcH","Si"
"3839","H","1_<30","E","ING","PuP","No","E","E","7_PS","E","7_PS","No","Si","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","4","1","4","4","4","No","1_S","3_PsH","Si"
"3840","M","1_<30","E","ING","PuP","No","O","E","8_U","E","8_U","Si","Si","L","No","No","No","Si","No","No","No","No","Si","0","3","2_M","No","Si","E","P","2_700-999","4","No","No","3","3","5","2","3","3","Si","1_S","5_Otr","No"
"3841","M","1_<30","E","ING","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","3","2_M","No","No","E","TT","3_1000-1499","3","Si","Si","5","5","1","4","3","4","No","1_S","5_Otr","Si"
"3842","H","1_<30","E","ING","PuP","No","E","E","8_U","E","5_B","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","2","2_M","Si","Si","E","TP","4_1500-1999","2","Si","Si","4","4","5","5","4","3","No","1_S","5_Otr","Si"
"3843","H","1_<30","E","ING","PuP","No","E","E","6_PM","E","6_PM","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","Si","No","E","P","4_1500-1999","2","Si","Si","5","5","2","4","4","5","Si","1_S","2_ScH","Si"
"3844","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","8_U","No","No","O","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","Si","Si","E","TT","4_1500-1999","3","Si","No","3","5","3","4","5","5","No","1_S","3_PsH","No"
"3845","H","2_30-34","E","ING","PrP","No","E","E","2_PI","E","2_PI","No","No","L","Si","No","Si","No","No","No","No","No","Si","1","3","3_A","Si","Si","E","TT","4_1500-1999","2","Si","Si","5","2","5","5","4","2","No","1_S","3_PsH","Si"
"3846","H","2_30-34","E","ING","PuP","No","E","E","2_PI","E","3_PC","No","No","L","No","No","Si","Si","No","No","No","No","Si","1","1","2_M","Si","No","E","TT","4_1500-1999","1","Si","Si","2","5","1","3","2","3","Si","1_S","5_Otr","Si"
"3847","H","2_30-34","E","ING","PuP","No","E","E","5_B","E","6_PM","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TT","3_1000-1499","3","No","Si","4","5","4","4","4","4","No","1_S","4_PcH","No"
"3848","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","7_PS","Si","Si","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","Si","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","5_Otr","No"
"3849","H","2_30-34","E","ING","PuP","No","E","E","7_PS","E","4_S","Si","Si","L","Si","No","No","No","No","No","No","No","No","0","3","3_A","Si","No","E","TP","3_1000-1499","3","No","No","2","5","3","5","3","4","Si","1_S","3_PsH","No"
"3850","M","2_30-34","E","ING","PuP","No","E","E","3_PC","E","5_B","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","0","2_M","Si","No","E","TP","4_1500-1999","3","Si","Si","5","4","1","3","4","4","No","1_S","5_Otr","Si"
"3851","M","2_30-34","E","ING","PuP","No","E","E","3_PC","E","3_PC","No","No","O","No","No","No","No","No","No","No","No","No","0","0","2_M","Si","No","E","TP","3_1000-1499","3","No","Si","1","3","1","3","4","4","No","1_S","3_PsH","No"
"3852","M","2_30-34","E","ING","PuP","No","E","E","8_U","E","8_U","No","No","L","No","No","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TT","3_1000-1499","3","Si","No","2","1","4","4","4","4","No","1_S","5_Otr","No"
"3853","H","3_>=35","E","ING","PrP","No","E","E","5_B","E","3_PC","No","No","O","Si","Si","Si","No","No","No","No","No","Si","1","2","3_A","Si","No","E","TP","5_2000-2499","3","Si","Si","4","4","2","2","4","4","No","2_C","4_PcH","Si"
"3854","H","3_>=35","E","ING","PuP","No","E","E","3_PC","E","3_PC","No","No","L","No","No","Si","No","No","No","No","No","Si","2","0","2_M","Si","No","E","TP","4_1500-1999","3","No","No","1","1","1","3","1","1","Si","1_S","2_ScH","No"
"3855","H","3_>=35","E","ING","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","5","4","3","2","3","3","No","2_C","4_PcH","Si"
"3856","H","3_>=35","E","ING","PrP","No","E","E","3_PC","E","8_U","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","5","2","4","4","5","No","2_C","4_PcH","Si"
"3857","H","3_>=35","E","ING","PuP","No","E","E","4_S","E","2_PI","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","3_A","No","No","E","TP","2_700-999","2","No","Si","5","5","5","5","5","5","No","1_S","1_UNI","No"
"3858","M","3_>=35","E","ING","PuP","No","E","E","6_PM","E","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TT","3_1000-1499","3","Si","Si","5","5","3","5","4","4","No","1_S","2_ScH","Si"
"3859","H","3_>=35","E","ING","PrP","No","E","E","7_PS","E","3_PC","No","No","O","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","2_C","4_PcH","No"
"3860","H","1_<30","E","ING","PrP","No","E","E","6_PM","E","6_PM","No","No","L","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","5_2000-2499","3","No","No","2","4","4","4","5","4","No","1_S","5_Otr","No"
"3861","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","5_B","No","No","L","Si","Si","No","No","No","No","No","No","No","0","0","2_M","No","No","E","TT","3_1000-1499","3","Si","Si","3","2","1","2","5","5","No","2_C","3_PsH","Si"
"3862","M","2_30-34","E","ING","PuP","No","E","E","4_S","E","6_PM","No","Si","L","Si","No","No","Si","No","No","No","No","Si","0","2","2_M","No","No","E","TT","3_1000-1499","2","No","No","4","4","1","3","5","3","No","1_S","3_PsH","No"
"3863","H","3_>=35","E","ING","PuP","No","E","O","7_PS","E","6_PM","No","No","P","No","No","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","6_2500-2999","3","Si","Si","5","5","1","4","4","4","No","2_C","4_PcH","Si"
"3864","H","1_<30","E","ING","PuP","No","E","E","7_PS","E","8_U","Si","No","L","No","No","No","No","No","No","Si","No","Si","0","2","2_M","Si","No","E","TP","3_1000-1499","7","Si","Si","4","1","1","1","4","1","No","1_S","3_PsH","Si"
"3865","H","1_<30","E","ING","PuP","No","E","E","4_S","E","4_S","No","No","L","No","No","Si","Si","No","No","No","No","Si","1","2","2_M","No","No","E","TT","4_1500-1999","3","No","No","2","2","3","3","4","4","Si","1_S","4_PcH","No"
"3866","H","1_<30","E","ING","PuP","No","E","E","4_S","E","6_PM","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","2","3_A","Si","No","E","TT","4_1500-1999","2","No","Si","4","3","5","5","3","3","No","1_S","4_PcH","No"
"3867","H","1_<30","E","ING","PuP","No","E","E","8_U","E","6_PM","Si","Si","L","Si","Si","No","No","No","No","No","No","No","0","1","3_A","Si","No","E","TP","5_2000-2499","3","No","No","4","3","3","4","5","5","Si","1_S","3_PsH","No"
"3868","M","1_<30","E","ING","PuP","No","E","E","4_S","E","4_S","Si","No","L","No","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","E","P","4_1500-1999","3","Si","No","3","5","3","4","1","5","Si","1_S","1_UNI","No"
"3869","H","2_30-34","E","ING","PrP","No","E","E","8_U","E","8_U","No","Si","L","Si","Si","No","No","No","No","No","No","No","0","2","3_A","No","No","E","TP","5_2000-2499","3","Si","Si","4","2","4","4","5","5","No","1_S","3_PsH","Si"
"3870","H","2_30-34","E","ING","PuP","No","E","E","8_U","E","7_PS","Si","Si","L","Si","No","Si","Si","No","No","No","No","Si","1","1","3_A","No","Si","E","TP","4_1500-1999","2","Si","Si","5","4","2","3","4","2","Si","1_S","4_PcH","Si"
"3871","H","2_30-34","E","ING","PuP","No","E","E","4_S","E","5_B","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","3_A","No","No","E","TP","4_1500-1999","4","No","No","5","5","2","2","2","2","No","1_S","1_UNI","No"
"3872","H","2_30-34","E","ING","PuP","No","E","E","3_PC","E","6_PM","Si","No","L","Si","No","Si","Si","No","No","No","No","Si","1","2","2_M","Si","No","E","TT","3_1000-1499","3","Si","Si","4","5","1","4","4","3","Si","1_S","5_Otr","Si"
"3873","H","3_>=35","E","ING","PuP","No","E","E","2_PI","E","4_S","No","No","P","No","No","Si","Si","No","No","No","No","Si","1","1","2_M","Si","No","E","TT","5_2000-2499","3","Si","No","2","2","1","5","5","5","Si","1_S","4_PcH","No"
"3874","H","3_>=35","E","ING","PuP","No","E","E","8_U","E","7_PS","No","No","L","Si","No","No","No","No","No","No","No","No","0","0","2_M","No","No","E","P","3_1000-1499","3","Si","Si","4","3","1","3","3","3","No","1_S","3_PsH","Si"
"3875","M","3_>=35","E","ING","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"3876","M","3_>=35","E","ING","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","5_2000-2499","3","Si","No","4","3","4","2","2","2","No","2_C","4_PcH","No"
"3877","H","3_>=35","E","ING","PuP","No","E","E","2_PI","E","2_PI","No","No","O","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","6_2500-2999","3","No","No","3","4","5","3","5","5","No","2_C","4_PcH","No"
"3878","H","1_<30","E","ING","PuP","No","E","E","7_PS","E","4_S","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","Si","E","TP","4_1500-1999","2","Si","Si","4","4","5","5","3","4","Si","1_S","3_PsH","Si"
"3879","H","1_<30","E","ING","PuP","No","O","E","8_U","E","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","4","3","5","3","4","2","No","1_S","3_PsH","Si"
"3880","M","1_<30","E","ING","PuP","No","O","E","8_U","E","5_B","Si","Si","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","6_2500-2999","3","Si","Si","5","5","5","5","5","4","No","1_S","3_PsH","Si"
"3881","M","1_<30","E","ING","PuP","No","E","E","5_B","E","8_U","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","3_A","No","No","E","TT","4_1500-1999","2","Si","Si","5","5","5","5","5","5","No","1_S","5_Otr","Si"
"3882","H","2_30-34","E","ING","PuP","No","E","E","6_PM","E","6_PM","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","2","3_A","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"3883","H","2_30-34","E","ING","PuP","No","E","E","3_PC","E","8_U","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","Si","No","E","TP","4_1500-1999","5","No","No","4","4","2","3","5","2","No","1_S","2_ScH","No"
"3884","M","2_30-34","E","ING","PuP","No","E","E","7_PS","E","4_S","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","3_1000-1499","2","No","No","5","5","1","4","5","5","No","1_S","3_PsH","No"
"3885","H","3_>=35","E","ING","PuP","No","E","E","8_U","E","7_PS","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","0","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","4","5","1","4","2","3","No","2_C","3_PsH","Si"
"3886","H","3_>=35","E","ING","PuP","No","E","E","3_PC","E","3_PC","No","No","L","No","No","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TT","3_1000-1499","3","Si","Si","3","3","1","2","4","4","Si","1_S","4_PcH","Si"
"3887","H","1_<30","E","ING","PuP","No","E","E","4_S","E","8_U","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","4","3_A","No","No","E","TT","5_2000-2499","3","Si","Si","5","5","1","2","5","5","No","1_S","4_PcH","Si"
